month,kpi_name,category,target,actual,unit,status
2024-12-01,Pipeline Coverage,Sales,3.0,3.2,ratio,Green
2024-12-01,First Pass Yield,Quality,97.0,93.33,%,Yellow
2024-12-01,Customer PPM,Quality,250,255.03,ppm,Green
2024-12-01,OSHA Recordable Rate,EHS,1.5,1.49,rate,Green
2024-12-01,Days Since Last Recordable,EHS,90,89.61,days,Green
2024-12-01,IT Ticket Avg Resolution,IT,18.0,18.26,hrs,Green
2024-12-01,Capex Spend vs Plan,Finance,95.0,90.62,%,Green
2025-01-01,Revenue,Financial,3.8,3.93,$M,Green
2025-01-01,Gross Margin %,Financial,38.0,36.8,%,Yellow
2025-01-01,EBITDA %,Financial,14.0,13.78,%,Green
2025-01-01,OEE,Manufacturing,82.0,83.0,%,Green
2025-01-01,Scrap Rate,Manufacturing,2.5,2.46,%,Green
2025-01-01,On-Time Delivery,Manufacturing,95.0,92.78,%,Green
2025-01-01,Headcount,HR,320,338.56,count,Green
2025-01-01,Voluntary Turnover Rate,HR,8.0,8.58,%,Green
2025-01-01,Open Positions,HR,12,12.81,count,Green
2025-01-01,NPS,Sales,52,51.65,score,Green
2025-01-01,Bookings,Sales,4.2,4.38,$M,Green
2025-01-01,Pipeline Coverage,Sales,3.0,3.06,ratio,Green
2025-01-01,First Pass Yield,Quality,97.0,97.61,%,Green
2025-01-01,Customer PPM,Quality,250,246.47,ppm,Green
2025-01-01,OSHA Recordable Rate,EHS,1.5,1.38,rate,Yellow
2025-01-01,Days Since Last Recordable,EHS,90,87.16,days,Yellow
2025-01-01,IT Ticket Avg Resolution,IT,18.0,17.77,hrs,Green
2025-01-01,Capex Spend vs Plan,Finance,95.0,96.07,%,Green
2025-02-01,Revenue,Financial,3.8,3.84,$M,Green
2025-02-01,Gross Margin %,Financial,38.0,39.26,%,Green
2025-02-01,EBITDA %,Financial,14.0,12.96,%,Yellow
2025-02-01,OEE,Manufacturing,82.0,80.45,%,Green
2025-02-01,Scrap Rate,Manufacturing,2.5,2.46,%,Green
2025-02-01,On-Time Delivery,Manufacturing,95.0,99.45,%,Green
2025-02-01,Headcount,HR,320,334.88,count,Green
2025-02-01,Voluntary Turnover Rate,HR,8.0,8.31,%,Green
2025-02-01,Open Positions,HR,12,12.23,count,Green
2025-02-01,NPS,Sales,52,51.0,score,Green
2025-02-01,Bookings,Sales,4.2,4.36,$M,Green
2025-02-01,Pipeline Coverage,Sales,3.0,2.85,ratio,Green
2025-02-01,First Pass Yield,Quality,97.0,97.39,%,Green
2025-02-01,Customer PPM,Quality,250,265.89,ppm,Green
2025-02-01,OSHA Recordable Rate,EHS,1.5,1.59,rate,Green
2025-02-01,Days Since Last Recordable,EHS,90,86.89,days,Yellow
2025-02-01,IT Ticket Avg Resolution,IT,18.0,17.61,hrs,Green
2025-02-01,Capex Spend vs Plan,Finance,95.0,99.9,%,Green
2025-03-01,Revenue,Financial,3.8,3.75,$M,Green
2025-03-01,Gross Margin %,Financial,38.0,39.11,%,Green
2025-03-01,EBITDA %,Financial,14.0,14.52,%,Green
2025-03-01,OEE,Manufacturing,82.0,82.77,%,Green
2025-03-01,Scrap Rate,Manufacturing,2.5,2.49,%,Green
2025-03-01,On-Time Delivery,Manufacturing,95.0,95.35,%,Green
2025-03-01,Headcount,HR,320,337.5,count,Green
2025-03-01,Voluntary Turnover Rate,HR,8.0,7.56,%,Yellow
2025-03-01,Open Positions,HR,12,11.92,count,Green
2025-03-01,NPS,Sales,52,50.36,score,Yellow
2025-03-01,Bookings,Sales,4.2,4.02,$M,Green
2025-03-01,Pipeline Coverage,Sales,3.0,3.06,ratio,Green
2025-03-01,First Pass Yield,Quality,97.0,92.37,%,Yellow
2025-03-01,Customer PPM,Quality,250,245.76,ppm,Green
2025-03-01,OSHA Recordable Rate,EHS,1.5,1.38,rate,Yellow
2025-03-01,Days Since Last Recordable,EHS,90,94.39,days,Green
2025-03-01,IT Ticket Avg Resolution,IT,18.0,18.25,hrs,Green
2025-03-01,Capex Spend vs Plan,Finance,95.0,90.88,%,Green
2025-04-01,Revenue,Financial,3.8,3.77,$M,Green
2025-04-01,Gross Margin %,Financial,38.0,39.31,%,Green
2025-04-01,EBITDA %,Financial,14.0,13.14,%,Yellow
2025-04-01,OEE,Manufacturing,82.0,79.38,%,Yellow
2025-04-01,Scrap Rate,Manufacturing,2.5,2.63,%,Green
2025-04-01,On-Time Delivery,Manufacturing,95.0,93.06,%,Green
2025-04-01,Headcount,HR,320,328.43,count,Green
2025-04-01,Voluntary Turnover Rate,HR,8.0,8.32,%,Green
2025-04-01,Open Positions,HR,12,11.44,count,Green
2025-04-01,NPS,Sales,52,54.5,score,Green
2025-04-01,Bookings,Sales,4.2,3.93,$M,Yellow
2025-04-01,Pipeline Coverage,Sales,3.0,2.99,ratio,Green
2025-04-01,First Pass Yield,Quality,97.0,92.19,%,Yellow
2025-04-01,Customer PPM,Quality,250,256.92,ppm,Green
2025-04-01,OSHA Recordable Rate,EHS,1.5,1.5,rate,Green
2025-04-01,Days Since Last Recordable,EHS,90,87.3,days,Green
2025-04-01,IT Ticket Avg Resolution,IT,18.0,18.0,hrs,Green
2025-04-01,Capex Spend vs Plan,Finance,95.0,94.7,%,Green
2025-05-01,Revenue,Financial,3.8,3.85,$M,Green
2025-05-01,Gross Margin %,Financial,38.0,38.08,%,Green
2025-05-01,EBITDA %,Financial,14.0,13.55,%,Green
2025-05-01,OEE,Manufacturing,82.0,80.05,%,Green
2025-05-01,Scrap Rate,Manufacturing,2.5,2.63,%,Green
2025-05-01,On-Time Delivery,Manufacturing,95.0,92.83,%,Green
2025-05-01,Headcount,HR,320,341.78,count,Green
2025-05-01,Voluntary Turnover Rate,HR,8.0,7.42,%,Yellow
2025-05-01,Open Positions,HR,12,12.08,count,Green
2025-05-01,NPS,Sales,52,53.82,score,Green
2025-05-01,Bookings,Sales,4.2,4.4,$M,Green
2025-05-01,Pipeline Coverage,Sales,3.0,3.11,ratio,Green
2025-05-01,First Pass Yield,Quality,97.0,96.94,%,Green
2025-05-01,Customer PPM,Quality,250,251.25,ppm,Green
2025-05-01,OSHA Recordable Rate,EHS,1.5,1.43,rate,Green
2025-05-01,Days Since Last Recordable,EHS,90,91.79,days,Green
2025-05-01,IT Ticket Avg Resolution,IT,18.0,18.54,hrs,Green
2025-05-01,Capex Spend vs Plan,Finance,95.0,91.19,%,Green
2025-06-01,Revenue,Financial,3.8,3.88,$M,Green
2025-06-01,Gross Margin %,Financial,38.0,36.39,%,Yellow
2025-06-01,EBITDA %,Financial,14.0,13.21,%,Yellow
2025-06-01,OEE,Manufacturing,82.0,81.08,%,Green
2025-06-01,Scrap Rate,Manufacturing,2.5,2.42,%,Green
2025-06-01,On-Time Delivery,Manufacturing,95.0,93.33,%,Green
2025-06-01,Headcount,HR,320,328.09,count,Green
2025-06-01,Voluntary Turnover Rate,HR,8.0,7.68,%,Green
2025-06-01,Open Positions,HR,12,11.42,count,Green
2025-06-01,NPS,Sales,52,52.02,score,Green
2025-06-01,Bookings,Sales,4.2,4.41,$M,Green
2025-06-01,Pipeline Coverage,Sales,3.0,2.77,ratio,Yellow
2025-06-01,First Pass Yield,Quality,97.0,101.43,%,Green
2025-06-01,Customer PPM,Quality,250,243.87,ppm,Green
2025-06-01,OSHA Recordable Rate,EHS,1.5,1.39,rate,Yellow
2025-06-01,Days Since Last Recordable,EHS,90,90.45,days,Green
2025-06-01,IT Ticket Avg Resolution,IT,18.0,17.03,hrs,Yellow
2025-06-01,Capex Spend vs Plan,Finance,95.0,89.63,%,Yellow
2025-07-01,Revenue,Financial,3.8,3.9,$M,Green
2025-07-01,Gross Margin %,Financial,38.0,39.39,%,Green
2025-07-01,EBITDA %,Financial,14.0,14.5,%,Green
2025-07-01,OEE,Manufacturing,82.0,85.35,%,Green
2025-07-01,Scrap Rate,Manufacturing,2.5,2.65,%,Green
2025-07-01,On-Time Delivery,Manufacturing,95.0,91.9,%,Yellow
2025-07-01,Headcount,HR,320,303.66,count,Yellow
2025-07-01,Voluntary Turnover Rate,HR,8.0,7.37,%,Yellow
2025-07-01,Open Positions,HR,12,12.54,count,Green
2025-07-01,NPS,Sales,52,53.65,score,Green
2025-07-01,Bookings,Sales,4.2,4.21,$M,Green
2025-07-01,Pipeline Coverage,Sales,3.0,3.22,ratio,Green
2025-07-01,First Pass Yield,Quality,97.0,98.31,%,Green
2025-07-01,Customer PPM,Quality,250,265.58,ppm,Green
2025-07-01,OSHA Recordable Rate,EHS,1.5,1.5,rate,Green
2025-07-01,Days Since Last Recordable,EHS,90,90.67,days,Green
2025-07-01,IT Ticket Avg Resolution,IT,18.0,18.09,hrs,Green
2025-07-01,Capex Spend vs Plan,Finance,95.0,91.43,%,Green
2025-08-01,Revenue,Financial,3.8,3.64,$M,Yellow
2025-08-01,Gross Margin %,Financial,38.0,36.63,%,Yellow
2025-08-01,EBITDA %,Financial,14.0,13.42,%,Green
2025-08-01,OEE,Manufacturing,82.0,84.11,%,Green
2025-08-01,Scrap Rate,Manufacturing,2.5,2.43,%,Green
2025-08-01,On-Time Delivery,Manufacturing,95.0,97.41,%,Green
2025-08-01,Headcount,HR,320,320.51,count,Green
2025-08-01,Voluntary Turnover Rate,HR,8.0,7.71,%,Green
2025-08-01,Open Positions,HR,12,12.84,count,Green
2025-08-01,NPS,Sales,52,49.53,score,Yellow
2025-08-01,Bookings,Sales,4.2,4.25,$M,Green
2025-08-01,Pipeline Coverage,Sales,3.0,3.22,ratio,Green
2025-08-01,First Pass Yield,Quality,97.0,94.19,%,Green
2025-08-01,Customer PPM,Quality,250,236.07,ppm,Yellow
2025-08-01,OSHA Recordable Rate,EHS,1.5,1.48,rate,Green
2025-08-01,Days Since Last Recordable,EHS,90,85.68,days,Yellow
2025-08-01,IT Ticket Avg Resolution,IT,18.0,17.16,hrs,Green
2025-08-01,Capex Spend vs Plan,Finance,95.0,101.95,%,Green
2025-09-01,Revenue,Financial,3.8,3.91,$M,Green
2025-09-01,Gross Margin %,Financial,38.0,38.24,%,Green
2025-09-01,EBITDA %,Financial,14.0,15.09,%,Green
2025-09-01,OEE,Manufacturing,82.0,85.49,%,Green
2025-09-01,Scrap Rate,Manufacturing,2.5,2.62,%,Green
2025-09-01,On-Time Delivery,Manufacturing,95.0,95.0,%,Green
2025-09-01,Headcount,HR,320,296.34,count,Yellow
2025-09-01,Voluntary Turnover Rate,HR,8.0,7.69,%,Green
2025-09-01,Open Positions,HR,12,11.45,count,Green
2025-09-01,NPS,Sales,52,52.65,score,Green
2025-09-01,Bookings,Sales,4.2,4.11,$M,Green
2025-09-01,Pipeline Coverage,Sales,3.0,2.92,ratio,Green
2025-09-01,First Pass Yield,Quality,97.0,92.76,%,Yellow
2025-09-01,Customer PPM,Quality,250,254.53,ppm,Green
2025-09-01,OSHA Recordable Rate,EHS,1.5,1.5,rate,Green
2025-09-01,Days Since Last Recordable,EHS,90,89.13,days,Green
2025-09-01,IT Ticket Avg Resolution,IT,18.0,17.24,hrs,Green
2025-09-01,Capex Spend vs Plan,Finance,95.0,89.11,%,Yellow
2025-10-01,Revenue,Financial,3.8,3.87,$M,Green
2025-10-01,Gross Margin %,Financial,38.0,37.33,%,Green
2025-10-01,EBITDA %,Financial,14.0,15.07,%,Green
2025-10-01,OEE,Manufacturing,82.0,84.47,%,Green
2025-10-01,Scrap Rate,Manufacturing,2.5,2.3,%,Yellow
2025-10-01,On-Time Delivery,Manufacturing,95.0,94.54,%,Green
2025-10-01,Headcount,HR,320,324.33,count,Green
2025-10-01,Voluntary Turnover Rate,HR,8.0,8.37,%,Green
2025-10-01,Open Positions,HR,12,11.61,count,Green
2025-10-01,NPS,Sales,52,51.35,score,Green
2025-10-01,Bookings,Sales,4.2,4.43,$M,Green
2025-10-01,Pipeline Coverage,Sales,3.0,2.77,ratio,Yellow
2025-10-01,First Pass Yield,Quality,97.0,96.75,%,Green
2025-10-01,Customer PPM,Quality,250,268.33,ppm,Green
2025-10-01,OSHA Recordable Rate,EHS,1.5,1.41,rate,Yellow
2025-10-01,Days Since Last Recordable,EHS,90,92.91,days,Green
2025-10-01,IT Ticket Avg Resolution,IT,18.0,17.53,hrs,Green
2025-10-01,Capex Spend vs Plan,Finance,95.0,96.84,%,Green
2025-11-01,Revenue,Financial,3.8,3.94,$M,Green
2025-11-01,Gross Margin %,Financial,38.0,37.85,%,Green
2025-11-01,EBITDA %,Financial,14.0,13.42,%,Green
2025-11-01,OEE,Manufacturing,82.0,80.78,%,Green
2025-11-01,Scrap Rate,Manufacturing,2.5,2.57,%,Green
2025-11-01,On-Time Delivery,Manufacturing,95.0,92.7,%,Green
2025-11-01,Headcount,HR,320,296.68,count,Yellow
2025-11-01,Voluntary Turnover Rate,HR,8.0,8.62,%,Green
2025-11-01,Open Positions,HR,12,12.59,count,Green
2025-11-01,NPS,Sales,52,54.58,score,Green
2025-11-01,Bookings,Sales,4.2,4.3,$M,Green
2025-11-01,Pipeline Coverage,Sales,3.0,3.07,ratio,Green
2025-11-01,First Pass Yield,Quality,97.0,101.82,%,Green
2025-11-01,Customer PPM,Quality,250,262.73,ppm,Green
2025-11-01,OSHA Recordable Rate,EHS,1.5,1.6,rate,Green
2025-11-01,Days Since Last Recordable,EHS,90,91.3,days,Green
2025-11-01,IT Ticket Avg Resolution,IT,18.0,18.52,hrs,Green
2025-11-01,Capex Spend vs Plan,Finance,95.0,98.64,%,Green
2025-12-01,Revenue,Financial,3.8,3.98,$M,Green
2025-12-01,Gross Margin %,Financial,38.0,36.85,%,Yellow
2025-12-01,EBITDA %,Financial,14.0,14.49,%,Green
2025-12-01,OEE,Manufacturing,82.0,85.06,%,Green
2025-12-01,Scrap Rate,Manufacturing,2.5,2.46,%,Green
2025-12-01,On-Time Delivery,Manufacturing,95.0,97.38,%,Green
2025-12-01,Headcount,HR,320,333.99,count,Green
2025-12-01,Voluntary Turnover Rate,HR,8.0,8.47,%,Green
2025-12-01,Open Positions,HR,12,11.51,count,Green
2025-12-01,NPS,Sales,52,53.2,score,Green
2025-12-01,Bookings,Sales,4.2,4.28,$M,Green
2025-12-01,Pipeline Coverage,Sales,3.0,2.84,ratio,Yellow
2025-12-01,First Pass Yield,Quality,97.0,100.9,%,Green
2025-12-01,Customer PPM,Quality,250,249.96,ppm,Green
2025-12-01,OSHA Recordable Rate,EHS,1.5,1.4,rate,Yellow
2025-12-01,Days Since Last Recordable,EHS,90,93.72,days,Green
2025-12-01,IT Ticket Avg Resolution,IT,18.0,17.92,hrs,Green
2025-12-01,Capex Spend vs Plan,Finance,95.0,95.66,%,Green
2026-01-01,Revenue,Financial,3.8,3.92,$M,Green
2026-01-01,Gross Margin %,Financial,38.0,37.6,%,Green
2026-01-01,EBITDA %,Financial,14.0,13.44,%,Green
2026-01-01,OEE,Manufacturing,82.0,80.44,%,Green
2026-01-01,Scrap Rate,Manufacturing,2.5,2.45,%,Green
2026-01-01,On-Time Delivery,Manufacturing,95.0,96.35,%,Green
2026-01-01,Headcount,HR,320,315.22,count,Green
2026-01-01,Voluntary Turnover Rate,HR,8.0,14.7,%,Red
2026-01-01,Open Positions,HR,12,12.09,count,Green
2026-01-01,NPS,Sales,52,54.17,score,Green
2026-01-01,Bookings,Sales,4.2,4.21,$M,Green
2026-01-01,Pipeline Coverage,Sales,3.0,2.84,ratio,Yellow
2026-01-01,First Pass Yield,Quality,97.0,99.41,%,Green
2026-01-01,Customer PPM,Quality,250,250.01,ppm,Green
2026-01-01,OSHA Recordable Rate,EHS,1.5,1.55,rate,Green
2026-01-01,Days Since Last Recordable,EHS,90,86.49,days,Yellow
2026-01-01,IT Ticket Avg Resolution,IT,18.0,17.94,hrs,Green
2026-01-01,Capex Spend vs Plan,Finance,95.0,100.8,%,Green
2026-02-01,Revenue,Financial,3.8,3.89,$M,Green
2026-02-01,Gross Margin %,Financial,38.0,36.49,%,Yellow
2026-02-01,EBITDA %,Financial,14.0,14.48,%,Green
2026-02-01,OEE,Manufacturing,82.0,81.35,%,Green
2026-02-01,Scrap Rate,Manufacturing,2.5,2.46,%,Green
2026-02-01,On-Time Delivery,Manufacturing,95.0,99.28,%,Green
2026-02-01,Headcount,HR,320,305.99,count,Green
2026-02-01,Voluntary Turnover Rate,HR,8.0,17.38,%,Red
2026-02-01,Open Positions,HR,12,12.82,count,Green
2026-02-01,NPS,Sales,52,51.98,score,Green
2026-02-01,Bookings,Sales,4.2,4.39,$M,Green
2026-02-01,Pipeline Coverage,Sales,3.0,3.07,ratio,Green
2026-02-01,First Pass Yield,Quality,97.0,99.2,%,Green
2026-02-01,Customer PPM,Quality,250,243.47,ppm,Green
2026-02-01,OSHA Recordable Rate,EHS,1.5,1.47,rate,Green
2026-02-01,Days Since Last Recordable,EHS,90,91.9,days,Green
2026-02-01,IT Ticket Avg Resolution,IT,18.0,16.86,hrs,Yellow
2026-02-01,Capex Spend vs Plan,Finance,95.0,91.55,%,Green
2026-03-01,Revenue,Financial,3.8,3.64,$M,Yellow
2026-03-01,Gross Margin %,Financial,38.0,37.16,%,Green
2026-03-01,EBITDA %,Financial,14.0,14.94,%,Green
2026-03-01,OEE,Manufacturing,82.0,83.63,%,Green
2026-03-01,Scrap Rate,Manufacturing,2.5,4.17,%,Red
2026-03-01,On-Time Delivery,Manufacturing,95.0,90.97,%,Yellow
2026-03-01,Headcount,HR,320,310.06,count,Green
2026-03-01,Voluntary Turnover Rate,HR,8.0,12.12,%,Red
2026-03-01,Open Positions,HR,12,11.63,count,Green
2026-03-01,NPS,Sales,52,50.57,score,Green
2026-03-01,Bookings,Sales,4.2,4.3,$M,Green
2026-03-01,Pipeline Coverage,Sales,3.0,2.84,ratio,Yellow
2026-03-01,First Pass Yield,Quality,97.0,99.92,%,Green
2026-03-01,Customer PPM,Quality,250,260.89,ppm,Green
2026-03-01,OSHA Recordable Rate,EHS,1.5,1.4,rate,Yellow
2026-03-01,Days Since Last Recordable,EHS,90,91.9,days,Green
2026-03-01,IT Ticket Avg Resolution,IT,18.0,16.8,hrs,Yellow
2026-03-01,Capex Spend vs Plan,Finance,95.0,87.54,%,Yellow
2026-04-01,Revenue,Financial,3.8,3.65,$M,Yellow
2026-04-01,Gross Margin %,Financial,38.0,36.56,%,Yellow
2026-04-01,EBITDA %,Financial,14.0,12.94,%,Yellow
2026-04-01,OEE,Manufacturing,82.0,78.18,%,Yellow
2026-04-01,Scrap Rate,Manufacturing,2.5,3.88,%,Red
2026-04-01,On-Time Delivery,Manufacturing,95.0,93.18,%,Green
2026-04-01,Headcount,HR,320,303.14,count,Yellow
2026-04-01,Voluntary Turnover Rate,HR,8.0,8.05,%,Green
2026-04-01,Open Positions,HR,12,11.85,count,Green
2026-04-01,NPS,Sales,52,54.36,score,Green
2026-04-01,Bookings,Sales,4.2,3.57,$M,Red
2026-04-01,Pipeline Coverage,Sales,3.0,3.11,ratio,Green
2026-04-01,First Pass Yield,Quality,97.0,92.49,%,Yellow
2026-04-01,Customer PPM,Quality,250,259.91,ppm,Green
2026-04-01,OSHA Recordable Rate,EHS,1.5,1.41,rate,Yellow
2026-04-01,Days Since Last Recordable,EHS,90,91.2,days,Green
2026-04-01,IT Ticket Avg Resolution,IT,18.0,17.7,hrs,Green
2026-04-01,Capex Spend vs Plan,Finance,95.0,90.84,%,Green
2026-05-01,Revenue,Financial,3.8,3.74,$M,Green
2026-05-01,Gross Margin %,Financial,38.0,36.48,%,Yellow
2026-05-01,EBITDA %,Financial,14.0,13.98,%,Green
2026-05-01,OEE,Manufacturing,82.0,79.07,%,Yellow
2026-05-01,Scrap Rate,Manufacturing,2.5,3.74,%,Red
2026-05-01,On-Time Delivery,Manufacturing,95.0,96.98,%,Green
2026-05-01,Headcount,HR,320,312.69,count,Green
2026-05-01,Voluntary Turnover Rate,HR,8.0,7.89,%,Green
2026-05-01,Open Positions,HR,12,12.65,count,Green
2026-05-01,NPS,Sales,52,50.22,score,Yellow
2026-05-01,Bookings,Sales,4.2,3.57,$M,Red
2026-05-01,Pipeline Coverage,Sales,3.0,3.03,ratio,Green
2026-05-01,First Pass Yield,Quality,97.0,98.85,%,Green
2026-05-01,Customer PPM,Quality,250,263.74,ppm,Green
2026-05-01,OSHA Recordable Rate,EHS,1.5,1.6,rate,Green
2026-05-01,Days Since Last Recordable,EHS,90,93.21,days,Green
2026-05-01,IT Ticket Avg Resolution,IT,18.0,17.59,hrs,Green
2026-05-01,Capex Spend vs Plan,Finance,95.0,94.98,%,Green
2026-06-01,Revenue,Financial,3.8,3.67,$M,Yellow
2026-06-01,Gross Margin %,Financial,38.0,37.51,%,Green
2026-06-01,EBITDA %,Financial,14.0,13.15,%,Yellow
2026-06-01,OEE,Manufacturing,82.0,78.6,%,Yellow
2026-06-01,Scrap Rate,Manufacturing,2.5,3.53,%,Red
2026-06-01,On-Time Delivery,Manufacturing,95.0,99.73,%,Green
2026-06-01,Headcount,HR,320,316.31,count,Green
2026-06-01,Voluntary Turnover Rate,HR,8.0,13.69,%,Red
2026-06-01,Open Positions,HR,12,12.16,count,Green
2026-06-01,NPS,Sales,52,51.87,score,Green
2026-06-01,Bookings,Sales,4.2,3.67,$M,Red
2026-06-01,Pipeline Coverage,Sales,3.0,2.97,ratio,Green
2026-06-01,First Pass Yield,Quality,97.0,93.33,%,Yellow
2026-06-01,Customer PPM,Quality,250,237.07,ppm,Yellow
2026-06-01,OSHA Recordable Rate,EHS,1.5,1.41,rate,Yellow
2026-06-01,Days Since Last Recordable,EHS,90,92.85,days,Green
2026-06-01,IT Ticket Avg Resolution,IT,18.0,17.72,hrs,Green
2026-06-01,Capex Spend vs Plan,Finance,95.0,94.08,%,Green
2026-07-01,Revenue,Financial,3.8,3.74,$M,Green
2026-07-01,Gross Margin %,Financial,38.0,39.27,%,Green
2026-07-01,EBITDA %,Financial,14.0,14.37,%,Green
2026-07-01,OEE,Manufacturing,82.0,81.53,%,Green
2026-07-01,Scrap Rate,Manufacturing,2.5,4.57,%,Red
2026-07-01,On-Time Delivery,Manufacturing,95.0,97.12,%,Green
2026-07-01,Headcount,HR,320,299.71,count,Yellow
2026-07-01,Voluntary Turnover Rate,HR,8.0,8.24,%,Green
2026-07-01,Open Positions,HR,12,11.4,count,Green
2026-07-01,NPS,Sales,52,51.39,score,Green
2026-07-01,Bookings,Sales,4.2,4.12,$M,Green
2026-07-01,Pipeline Coverage,Sales,3.0,3.18,ratio,Green
2026-07-01,First Pass Yield,Quality,97.0,93.04,%,Yellow
2026-07-01,Customer PPM,Quality,250,236.57,ppm,Yellow
2026-07-01,OSHA Recordable Rate,EHS,1.5,1.47,rate,Green
2026-07-01,Days Since Last Recordable,EHS,90,88.52,days,Green
2026-07-01,IT Ticket Avg Resolution,IT,18.0,16.95,hrs,Yellow
2026-07-01,Capex Spend vs Plan,Finance,95.0,96.62,%,Green
